doi,topics,test_id,test_name,N,test_p_value,factor,effectsize_id,effectsize_measure,effectsize_value,CI_upper,CI_lower,CI_type
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,1,Brunner-Langer analysis (ANOVA-type statistic [ATS]),40,0.001,,1,ATS,6.4,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,1,Brunner-Langer analysis (ANOVA-type statistic [ATS]),40,0.001,audio condition,1,ATS,6.4,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,1,Brunner-Langer analysis (ANOVA-type statistic [ATS]),40,> 0.2,seated position,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,2,Brunner-Langer analysis (ANOVA-type statistic [ATS]),40,< 0.001,,1,ATS,10.93,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,2,Brunner-Langer analysis (ANOVA-type statistic [ATS]),40,< 0.001,audio condition,1,ATS,10.93,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,2,Brunner-Langer analysis (ANOVA-type statistic [ATS]),40,> 0.5,seated position,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,3,Brunner-Langer analysis (ANOVA-type statistic [ATS]),40,0.02,,1,ATS,3.28,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,3,Brunner-Langer analysis (ANOVA-type statistic [ATS]),40,0.02,audio condition,1,ATS,3.28,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,3,Brunner-Langer analysis (ANOVA-type statistic [ATS]),40,> 0.38,seated position,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,4,Brunner-Langer analysis (ANOVA-type statistic [ATS]),40,< 0.001,,1,ATS,8.47,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,4,Brunner-Langer analysis (ANOVA-type statistic [ATS]),40,< 0.001,audio condition,1,ATS,8.47,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,4,Brunner-Langer analysis (ANOVA-type statistic [ATS]),40,> 0.7,seated position,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,5,Brunner-Langer analysis (ANOVA-type statistic [ATS]),40,< 0.001,,1,ATS,8.86,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,5,Brunner-Langer analysis (ANOVA-type statistic [ATS]),40,< 0.001,audio condition,1,ATS,8.86,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,5,Brunner-Langer analysis (ANOVA-type statistic [ATS]),40,> 0.19,seated position,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,6,Mixed-model logistic regression,40,0.005,,1,χ²,12.9,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,6,Mixed-model logistic regression,40,0.005,audio condition,1,χ²,12.9,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,6,Mixed-model logistic regression,40,> 0.1,seated position,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,7,Brunner-Langer analysis (ANOVA-type statistic [ATS]),23,< 0.001,,1,ATS,19.66,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,7,Brunner-Langer analysis (ANOVA-type statistic [ATS]),23,< 0.001,audio condition,1,ATS,19.66,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,8,Brunner-Langer analysis (ANOVA-type statistic [ATS]),23,< 0.001,,1,ATS,23.6,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,8,Brunner-Langer analysis (ANOVA-type statistic [ATS]),23,< 0.001,audio condition,1,ATS,23.6,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,9,Brunner-Langer analysis (ANOVA-type statistic [ATS]),23,< 0.001,,1,ATS,9.49,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,9,Brunner-Langer analysis (ANOVA-type statistic [ATS]),23,< 0.001,audio condition,1,ATS,9.49,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,10,Brunner-Langer analysis (ANOVA-type statistic [ATS]),23,< 0.001,,1,ATS,19.99,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,10,Brunner-Langer analysis (ANOVA-type statistic [ATS]),23,< 0.001,audio condition,1,ATS,19.99,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,11,Brunner-Langer analysis (ANOVA-type statistic [ATS]),23,< 0.001,,1,ATS,23.02,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,11,Brunner-Langer analysis (ANOVA-type statistic [ATS]),23,< 0.001,audio condition,1,ATS,23.02,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,12,Brunner-Langer analysis (ANOVA-type statistic [ATS]),23,< 0.001,,1,ATS,11.81,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581085,empirical studies in collaborative and social computing;collaborative and social computing;human-centered computing,12,Brunner-Langer analysis (ANOVA-type statistic [ATS]),23,< 0.001,audio condition,1,ATS,11.81,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3580664,empirical studies in hci;human-centered computing,1,McNemar-Bowker test,36,0.004,,1,Cramer's V,0.5,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3580664,empirical studies in hci;human-centered computing,2,McNemar-Bowker test,36,>0.05,,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,1,ANOVA,12,0.6,,1,JND,0.75,1.25,0.45,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,1,ANOVA,12,0.6,,2,JND,0.68,0.83,0.56,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,1,ANOVA,12,0.6,,3,JND,0.53,0.71,0.38,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,1,ANOVA,12,0.6,,4,JND,0.58,0.83,0.38,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,2,ANOVA,12,<0.05,,1,JND,2.63,3.28,2.20,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,2,ANOVA,12,<0.05,,2,JND,2.72,3.38,2.09,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,2,ANOVA,12,<0.05,,3,JND,2.03,2.46,1.67,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,2,ANOVA,12,<0.05,,4,JND,1.97,2.44,1.64,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,3,ANOVA,12,<0.01,,1,JND,8.61,11.36,6.35,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,3,ANOVA,12,<0.01,,2,JND,7.14,9.38,5.93,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,3,ANOVA,12,<0.01,,3,JND,4.93,5.58,4.24,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,3,ANOVA,12,<0.01,,4,JND,4.32,5.06,3.53,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,4,ANOVA,12,0.21,,1,PSE,0.41,0.63,0.29,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,4,ANOVA,12,0.21,,2,PSE,0.34,0.43,0.24,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,4,ANOVA,12,0.21,,3,PSE,0.24,0.33,0.15,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,4,ANOVA,12,0.21,,4,PSE,0.25,0.37,0.16,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,5,ANOVA,12,0.25,,1,PSE,0.58,1.09,0.29,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,5,ANOVA,12,0.25,,2,PSE,1.13,1.62,0.67,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,5,ANOVA,12,0.25,,3,PSE,1.03,1.41,0.67,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,5,ANOVA,12,0.25,,4,PSE,0.83,1.65,0.45,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,6,ANOVA,12,0.34,,1,PSE,3.46,6.29,1.96,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,6,ANOVA,12,0.34,,2,PSE,3.01,3.93,2.08,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,6,ANOVA,12,0.34,,3,PSE,2.24,3.14,1.62,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,6,ANOVA,12,0.34,,4,PSE,1.95,3.14,1.04,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,7,ANOVA,12,0.13,,1,Exploration Time,3.21,4.03,2.70,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,7,ANOVA,12,0.13,,2,Exploration Time,3.46,4.37,2.85,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,7,ANOVA,12,0.13,,3,Exploration Time,3.54,4.64,2.87,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,7,ANOVA,12,0.13,,4,Exploration Time,4.04,5.24,3.17,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,8,ANOVA,12,0.31,,1,Exploration Time,3.98,5.57,3.11,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,8,ANOVA,12,0.31,,2,Exploration Time,4.37,5.78,3.42,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,9,ANOVA,12,<0.05,,1,Exploration Time,0.59,1.15,0.14,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,9,ANOVA,12,<0.05,,2,Exploration Time,0.47,0.99,0.17,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,9,ANOVA,12,<0.05,,3,Exploration Time,0.56,1.08,0.18,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,10,ANOVA,12,<0.01,,1,Exploration Time,4.38,5.78,3.42,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,10,ANOVA,12,<0.01,,2,Exploration Time,4.44,5.78,3.42,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,11,ANOVA,12,<0.001,,1,Difficulty Estimation,1.83,2.17,1.42,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,11,ANOVA,12,<0.001,,2,Difficulty Estimation,3.42,3.83,2.58,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,11,ANOVA,12,<0.001,,3,Difficulty Estimation,2.17,2.59,1.83,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,11,ANOVA,12,<0.001,,4,Difficulty Estimation,4.08,4.50,3.33,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,11,ANOVA,12,<0.001,,5,Difficulty Estimation,2.33,2.75,1.92,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,11,ANOVA,12,<0.001,,6,Difficulty Estimation,4.17,4.50,3.42,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,12,Post-hoc test on precision,12,1,,1,r,0.032,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,12,Post-hoc test on precision,12,1,00-10 vs. 00-50,1,Z,-0.16,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,13,Post-hoc test on precision,12,0.24,,1,r,0.30,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,13,Post-hoc test on precision,12,0.24,00-10 vs. A-30,1,Z,1.18,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,14,Post-hoc test on precision,12,0.22,,1,r,0.38,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,14,Post-hoc test on precision,12,0.22,00-10 vs. Rigid,1,Z,1.10,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,15,Post-hoc test on precision,12,0.35,,1,r,0.35,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,15,Post-hoc test on precision,12,0.35,00-50 vs. A-30,1,Z,1.73,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,16,Post-hoc test on precision,12,0.19,,1,r,0.22,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,16,Post-hoc test on precision,12,0.19,00-50 vs. Rigid,1,Z,0.94,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,17,Post-hoc test on precision,12,0.13,,1,r,0.13,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,17,Post-hoc test on precision,12,0.13,A-30 vs. Rigid,1,Z,-0.63,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,18,Post-hoc test on precision,12,0.05,,1,r,0.05,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,18,Post-hoc test on precision,12,0.05,00-10 vs. 00-50,1,Z,-0.24,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,19,Post-hoc test on precision,12,0.30,,1,r,0.30,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,19,Post-hoc test on precision,12,0.30,00-10 vs. A-30,1,Z,1.80,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,20,Post-hoc test on precision,12,0.45,,1,r,0.45,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,20,Post-hoc test on precision,12,0.45,00-10 vs. Rigid,1,Z,2.20,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,21,Post-hoc test on precision,12,0.42,,1,r,0.42,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,21,Post-hoc test on precision,12,0.42,00-50 vs. A-30,1,Z,2.04,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,22,Post-hoc test on precision,12,0.40,,1,r,0.40,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,22,Post-hoc test on precision,12,0.40,00-50 vs. Rigid,1,Z,1.96,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,23,Post-hoc test on precision,12,0.03,,1,r,0.03,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,23,Post-hoc test on precision,12,0.03,A-30 vs. Rigid,1,Z,0.16,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,24,Post-hoc test on precision,12,0.12,,1,r,0.12,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,24,Post-hoc test on precision,12,0.12,00-10 vs. 00-50,1,Z,0.59,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,25,Post-hoc test on precision,12,0.38,,1,r,0.38,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,25,Post-hoc test on precision,12,0.38,00-10 vs. A-30,1,Z,1.88,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,26,Post-hoc test on precision,12,0.53,,1,r,0.53,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,26,Post-hoc test on precision,12,0.53,00-10 vs. Rigid,1,Z,2.59,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,27,Post-hoc test on precision,12,0.50,,1,r,0.50,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,27,Post-hoc test on precision,12,0.50,00-50 vs. A-30,1,Z,2.43,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,28,Post-hoc test on precision,12,0.58,,1,r,0.58,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,28,Post-hoc test on precision,12,0.58,00-50 vs. Rigid,1,Z,2.82,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,29,Post-hoc test on precision,12,0.24,,1,r,0.24,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,29,Post-hoc test on precision,12,0.24,A-30 vs. Rigid,1,Z,1.18,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,30,Post-hoc test on accuracy,12,1,,1,r,0.08,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,30,Post-hoc test on accuracy,12,1,00-10 vs. 00-50,1,Z,0.39,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,31,Post-hoc test on accuracy,12,0.21,,1,r,0.43,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,31,Post-hoc test on accuracy,12,0.21,00-10 vs. A-30,1,Z,2.12,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,32,Post-hoc test on accuracy,12,0.32,,1,r,0.38,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,32,Post-hoc test on accuracy,12,0.32,00-10 vs. Rigid,1,Z,1.89,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,33,Post-hoc test on accuracy,12,0.71,,1,r,0.29,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,33,Post-hoc test on accuracy,12,0.71,00-50 vs. A-30,1,Z,1.41,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,34,Post-hoc test on accuracy,12,0.90,,1,r,0.22,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,34,Post-hoc test on accuracy,12,0.90,00-50 vs. Rigid,1,Z,1.10,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,35,Post-hoc test on accuracy,12,1,,1,r,0.08,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,35,Post-hoc test on accuracy,12,1,A-30 vs. Rigid,1,Z,0.39,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,36,Post-hoc test on accuracy,12,1,,1,r,0.05,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,36,Post-hoc test on accuracy,12,1,00-10 vs. 00-50,1,Z,0.24,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,37,Post-hoc test on accuracy,12,1,,1,r,0.27,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,37,Post-hoc test on accuracy,12,1,00-10 vs. A-30,1,Z,1.33,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,38,Post-hoc test on accuracy,12,1,,1,r,0.24,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,38,Post-hoc test on accuracy,12,1,00-10 vs. Rigid,1,Z,1.18,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,39,Post-hoc test on accuracy,12,1,,1,r,0.26,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,39,Post-hoc test on accuracy,12,1,00-50 vs. A-30,1,Z,1.26,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,40,Post-hoc test on accuracy,12,1,,1,r,0.27,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,40,Post-hoc test on accuracy,12,1,00-50 vs. Rigid,1,Z,1.33,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,41,Post-hoc test on accuracy,12,1,,1,r,0.18,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,41,Post-hoc test on accuracy,12,1,A-30 vs. Rigid,1,Z,-0.86,UNKNOWN,UNKNOWN,95%
10.1145/3544548.3581179,empirical studies in hci;human-centered computing,42,Post-hoc test on accuracy,12,1,,1,r,0.03,UNKNOWN,UNKNOWN,95%
