Paper;one_true;p_val;p - val_str;CI;bayes
2023/3580920.html;True;True;False;True;False
2023/3581571.html;False;False;False;False;False
2023/3581517.html;False;False;False;False;False
2023/3581210.html;True;True;False;False;False
2023/3581314.html;False;False;False;False;False
2023/3580841.html;True;True;True;False;False
2023/3581101.html;False;False;False;False;False
2023/3581175.html;False;False;False;False;False
2023/3581178.html;True;False;True;True;False
2023/3581042.html;True;True;False;False;False
2023/3581326.html;True;True;True;True;False
2023/3581462.html;False;False;False;False;False
2023/3581113.html;True;True;False;False;False
2023/3580918.html;True;True;False;True;False
2023/3581262.html;False;False;False;False;False
2023/3580643.html;False;False;False;False;False
2023/3580962.html;False;False;False;False;False
2023/3581556.html;False;False;False;False;False
2023/3581321.html;True;True;False;True;False
2023/3581001.html;False;False;False;False;False
2023/3581238.html;True;True;False;False;False
2023/3580943.html;True;True;False;False;False
2023/3581530.html;False;False;False;False;False
2023/3581500.html;False;False;False;False;False
2023/3581200.html;True;True;False;True;False
2023/3581390.html;False;False;False;False;False
2023/3580678.html;False;False;False;False;False
2023/3580664.html;True;True;False;False;False
2023/3580897.html;True;True;False;False;False
2023/3581456.html;False;False;False;False;False
2023/3581065.html;True;True;True;False;False
2023/3581212.html;True;True;True;True;False
2023/3581338.html;True;True;False;False;False
2023/3580767.html;True;True;False;False;False
2023/3580670.html;True;True;True;True;False
2023/3581095.html;True;False;False;True;False
2023/3580823.html;True;True;False;False;False
2023/3581469.html;True;True;False;False;False
2023/3580909.html;False;False;False;False;False
2023/3581505.html;False;False;False;False;False
2023/3581483.html;False;False;False;False;False
2023/3581287.html;False;False;False;False;False
2023/3580827.html;True;True;False;False;False
2023/3581558.html;True;True;True;False;False
2023/3581345.html;True;True;True;False;False
2023/3580655.html;False;False;False;False;False
2023/3580682.html;True;True;False;False;False
2023/3581547.html;False;False;False;False;False
2023/3580972.html;False;False;False;False;False
2023/3580733.html;False;False;False;False;False
2023/3581034.html;False;False;False;False;False
2023/3580770.html;True;True;False;False;False
2023/3581523.html;False;False;False;False;False
2023/3581281.html;True;True;True;True;False
2023/3580953.html;True;True;False;True;False
2023/3581093.html;False;False;False;False;False
2023/3581410.html;True;True;False;False;False
2023/3581274.html;False;False;False;False;False
2023/3581388.html;False;False;False;False;False
2023/3581110.html;False;False;False;False;False
2023/3580751.html;True;True;True;False;False
2023/3580763.html;True;True;False;False;False
2023/3581225.html;True;True;False;False;False
2023/3581301.html;True;True;False;False;False
2023/3581502.html;False;False;False;False;False
2023/3581568.html;False;False;False;False;False
2023/3581478.html;False;False;False;False;False
2023/3580959.html;False;False;False;False;False
2023/3580979.html;True;True;False;False;False
2023/3580997.html;False;False;False;False;False
2023/3581555.html;False;False;False;False;False
2023/3581277.html;False;False;False;False;False
2023/3581007.html;False;False;False;False;False
2023/3581397.html;True;True;True;False;False
2023/3580819.html;False;False;False;False;False
2023/3581035.html;False;False;False;False;False
2023/3581096.html;True;True;False;False;False
2023/3580794.html;True;True;False;False;False
2023/3581010.html;False;False;False;False;False
2023/3581455.html;False;False;False;False;False
2023/3581174.html;True;True;True;False;False
2023/3581269.html;True;True;False;False;False
2023/3580978.html;True;True;False;True;False
2023/3581526.html;False;False;False;False;False
2023/3580713.html;False;False;False;False;False
2023/3580747.html;False;False;False;False;False
2023/3581349.html;False;False;False;False;False
2023/3581454.html;True;True;False;False;False
2023/3580834.html;True;True;False;False;False
2023/3581413.html;True;True;True;False;False
2023/3580675.html;True;True;False;True;False
2023/3580768.html;False;False;False;False;False
2023/3581305.html;False;False;False;False;False
2023/3581472.html;False;False;False;False;False
2023/3580639.html;False;False;False;False;False
2023/3581064.html;True;True;False;False;False
2023/3580667.html;False;False;False;False;False
2023/3581193.html;True;True;False;False;False
2023/3581474.html;False;False;False;False;False
2023/3580884.html;True;True;False;True;False
2023/3581396.html;True;True;True;False;False
2023/3581145.html;False;False;False;False;False
2023/3582074.html;False;False;False;False;False
2023/3580900.html;False;False;False;False;False
2023/3581102.html;False;False;False;False;False
2023/3581514.html;True;True;False;False;False
2023/3580693.html;True;False;True;True;False
2023/3581522.html;False;False;False;False;False
2023/3581150.html;True;True;False;False;False
2023/3581358.html;True;False;False;True;False
2023/3580680.html;False;False;False;False;False
2023/3580809.html;False;False;False;False;False
2023/3581311.html;True;True;True;False;False
2023/3580826.html;True;True;False;True;False
2023/3580882.html;False;False;False;False;False
2023/3581491.html;False;False;False;False;False
2023/3581403.html;False;False;False;False;False
2023/3580969.html;True;True;False;False;False
2023/3580844.html;True;True;False;False;False
2023/3581188.html;True;True;True;True;False
2023/3581466.html;False;False;False;False;False
2023/3581272.html;False;False;False;False;False
2023/3581106.html;False;False;False;False;False
2023/3581557.html;True;True;False;False;False
2023/3581242.html;False;False;False;False;False
2023/3580871.html;True;True;False;False;False
2023/3580717.html;False;False;False;False;False
2023/3581324.html;False;False;False;False;False
2023/3581094.html;False;False;False;False;False
2023/3581496.html;True;True;False;False;False
2023/3580968.html;True;True;False;False;False
2023/3580803.html;False;False;False;False;False
2023/3580753.html;False;False;False;False;False
2023/3581529.html;True;True;False;False;False
2023/3580993.html;True;True;False;False;False
2023/3580677.html;True;True;False;True;False
2023/3581452.html;False;False;False;False;False
2023/3580658.html;False;False;False;False;False
2023/3580732.html;False;False;False;False;False
2023/3580903.html;False;False;False;False;False
2023/3581365.html;True;True;False;True;False
2023/3580761.html;True;True;True;False;False
2023/3581420.html;True;True;False;False;False
2023/3580830.html;True;True;False;False;False
2023/3581428.html;True;True;False;False;False
2023/3580847.html;True;True;False;True;False
2023/3580960.html;True;True;False;False;False
2023/3581075.html;True;True;False;True;False
2023/3581399.html;False;False;False;False;False
2023/3580907.html;True;True;True;False;False
2023/3580939.html;False;False;False;False;False
2023/3581439.html;True;True;True;False;False
2023/3581012.html;False;False;False;False;False
2023/3581553.html;False;False;False;False;False
2023/3580927.html;True;True;True;True;False
2023/3581211.html;False;False;False;False;False
2023/3581219.html;True;True;False;False;False
2023/3580950.html;False;False;False;False;False
2023/3581458.html;False;False;False;False;False
2023/3580714.html;True;True;False;True;False
2023/3580646.html;False;False;False;False;False
2023/3581254.html;False;False;False;False;False
2023/3581152.html;True;True;False;True;False
2023/3580782.html;False;False;False;False;False
2023/3580783.html;False;False;False;False;False
2023/3581443.html;True;True;False;False;False
2023/3580831.html;False;False;False;False;False
2023/3581129.html;False;False;False;False;False
2023/3581092.html;True;True;False;False;False
2023/3581147.html;False;False;False;False;False
2023/3580759.html;False;False;False;False;False
2023/3581002.html;False;False;False;False;False
2023/3580712.html;False;False;False;False;False
2023/3581016.html;False;False;False;False;False
2023/3581056.html;False;False;False;False;False
2023/3581236.html;False;False;False;False;False
2023/3580816.html;True;True;False;False;False
2023/3581432.html;True;True;False;True;False
2023/3581090.html;False;False;False;False;False
2023/3581289.html;True;True;True;False;False
2023/3581037.html;False;False;False;False;False
2023/3580981.html;True;True;False;True;False
2023/3581279.html;False;False;False;False;False
2023/3581563.html;False;False;False;False;False
2023/3580977.html;False;False;False;False;False
2023/3581323.html;False;False;False;False;False
2023/3581347.html;False;False;False;False;False
2023/3580791.html;True;False;False;True;False
2023/3581199.html;False;False;False;False;False
2023/3581463.html;False;False;False;False;False
2023/3580983.html;True;True;False;False;False
2023/3580952.html;False;False;False;False;False
2023/3581121.html;True;True;True;True;False
2023/3581202.html;False;False;False;False;False
2023/3580873.html;True;True;False;False;False
2023/3581055.html;True;True;False;True;False
2023/3581139.html;True;True;True;False;False
2023/3580637.html;True;True;False;False;False
2023/3581153.html;True;True;True;False;False
2023/3581157.html;False;False;False;False;False
2023/3580879.html;True;True;False;True;False
2023/3581194.html;False;False;False;False;False
2023/3581233.html;False;False;False;False;False
2023/3580828.html;False;False;False;False;False
2023/3581516.html;True;True;False;False;False
2023/3580684.html;True;True;False;True;False
2023/3581162.html;True;True;True;True;False
2023/3581091.html;True;True;True;True;False
2023/3581066.html;True;True;False;False;False
2023/3581385.html;False;False;False;False;False
2023/3581457.html;True;False;True;False;False
2023/3580938.html;False;False;False;False;False
2023/3581179.html;True;True;True;True;False
2023/3580933.html;False;False;False;False;False
2023/3580975.html;True;False;False;True;False
2023/3580689.html;False;False;False;False;False
2023/3580935.html;False;False;False;False;False
2023/3581543.html;False;False;False;False;False
2023/3581340.html;True;True;True;False;False
2023/3581539.html;False;False;False;False;False
2023/3580650.html;False;False;False;False;False
2023/3581405.html;False;False;False;False;False
2023/3580990.html;True;True;False;False;False
2023/3581192.html;True;True;False;False;False
2023/3581048.html;False;False;False;False;False
2023/3581507.html;True;True;False;False;False
2023/3580724.html;True;True;False;False;False
2023/3581450.html;False;False;False;False;False
2023/3580893.html;False;False;False;False;False
2023/3580669.html;False;False;False;False;False
2023/3580955.html;False;False;False;False;False
2023/3581343.html;True;True;True;True;False
2023/3581284.html;True;True;False;False;False
2023/3580839.html;False;False;False;False;False
2023/3581404.html;False;False;False;False;False
2023/3581249.html;False;False;False;False;False
2023/3581572.html;False;False;False;False;False
2023/3581446.html;False;False;False;False;False
2023/3581336.html;False;False;False;False;False
2023/3581374.html;True;True;False;False;False
2023/3581273.html;True;True;False;False;False
2023/3581363.html;False;False;False;False;False
2023/3581209.html;False;False;False;False;False
2023/3581271.html;False;False;False;False;False
2023/3581562.html;True;True;False;False;False
2023/3581330.html;True;False;False;True;True
2023/3580942.html;True;True;False;False;False
2023/3581036.html;True;True;False;True;False
2023/3580775.html;False;False;False;False;False
2023/3580762.html;True;True;False;False;True
2023/3580683.html;True;True;False;False;False
2023/3581000.html;False;False;False;False;False
2023/3581283.html;True;True;False;True;False
2023/3581230.html;True;True;False;True;False
2023/3581475.html;True;True;True;False;False
2023/3581197.html;False;False;False;False;False
2023/3581436.html;False;False;False;False;False
2023/3580860.html;True;True;False;False;False
2023/3581270.html;True;True;False;False;False
2023/3580963.html;False;False;False;False;False
2023/3580718.html;False;False;False;False;False
2023/3580888.html;True;True;False;False;False
2023/3581538.html;False;False;False;False;False
2023/3581567.html;False;False;False;False;False
2023/3581041.html;True;True;False;False;False
2023/3581298.html;False;False;False;False;False
2023/3580757.html;False;False;False;False;False
2023/3581354.html;False;False;False;False;False
2023/3580966.html;True;True;False;True;False
2023/3581492.html;False;False;False;False;False
2023/3581078.html;True;True;True;False;False
2023/3581245.html;False;False;False;False;False
2023/3580892.html;False;False;False;False;False
2023/3581389.html;True;True;False;False;False
2023/3581234.html;False;False;False;False;False
2023/3581247.html;True;True;False;False;False
2023/3581559.html;False;False;False;False;False
2023/3581253.html;True;True;False;False;False
2023/3581226.html;True;True;False;False;False
2023/3581495.html;False;False;False;False;False
2023/3580922.html;False;False;False;False;False
2023/3580706.html;True;True;False;False;False
2023/3581081.html;False;False;False;False;False
2023/3581201.html;False;False;False;False;False
2023/3581488.html;False;False;False;False;False
2023/3581171.html;False;False;False;False;False
2023/3581309.html;True;True;False;False;False
2023/3581536.html;False;False;False;False;False
2023/3581116.html;False;False;False;False;False
2023/3581011.html;False;False;False;False;False
2023/3581560.html;False;False;False;False;False
2023/3581222.html;False;False;False;False;False
2023/3581534.html;False;False;False;False;False
2023/3580896.html;True;True;False;False;False
2023/3581411.html;False;False;False;False;False
2023/3581549.html;False;False;False;False;False
2023/3580665.html;True;True;False;True;False
2023/3581136.html;False;False;False;False;False
2023/3580685.html;True;True;False;True;False
2023/3580754.html;False;False;False;False;False
2023/3580811.html;False;False;False;False;False
2023/3581329.html;False;False;False;False;False
2023/3581532.html;True;True;False;False;False
2023/3581190.html;True;False;True;False;False
2023/3581468.html;False;False;False;False;False
2023/3581257.html;False;False;False;False;False
2023/3580914.html;True;True;False;True;False
2023/3581049.html;False;False;False;False;False
2023/3580944.html;True;True;False;True;False
2023/3581528.html;False;False;False;False;False
2023/3581418.html;False;False;False;False;False
2023/3580848.html;True;True;True;True;False
2023/3580954.html;True;True;False;True;False
2023/3581369.html;True;True;False;False;False
2023/3580973.html;True;True;False;False;False
2023/3580974.html;False;False;False;False;False
2023/3581348.html;True;True;False;True;False
2023/3581564.html;False;False;False;False;False
2023/3580807.html;False;False;False;False;False
2023/3580846.html;True;True;False;False;False
