"experiment_design","topic_for_analysis","guided_size","guideline_r","guideline_non_weighted","n_values","guideline_cramersv","guideline_spearmansrho","guideline_kendallstau","guideline_cohensd","guideline_or","guideline_Rsquared","guideline_fsquared","guideline_cohensf","guideline_cles"
"within","human computer interaction (hci)","medium",0.33166247903554,0.399214903694662,27,0.230321165996903,0.311888665766524,0.213004424602462,0.541079769092684,2.52135697328846,0.11,0.123595505617978,0.270539884546342,0.607609512771821
"within","human computer interaction (hci)","small",0.168508640386103,0.129228479833201,11,0.117019889157016,0.157938678564432,0.106712826129925,0.267735145961368,1.59,0.028395161884773,0.0292250107974508,0.133867572980684,0.553895108731066
"within","human-centered computing","large",0.741619848709566,0.676737210232263,149,0.515013783826088,0.710590219940855,0.524957393170411,1.43868308291904,9.39238778834276,0.549999999999999,1.22222222222222,0.719341541459519,0.76594214021463
"within","human-centered computing","medium",0.32,0.346410161513775,118,0.222222222222222,0.3008281790324,0.205238070058406,0.520738405781517,2.43798091720529,0.1024,0.114081996434938,0.260369202890758,0.603682916027458
"within","human-centered computing","small",0.120109224508554,0.157501208470994,55,0.0834091836864958,0.112511990242188,0.0758864246743669,0.19,1.39070630133375,0.0144262258120462,0.0146373880777545,0.0949999999999998,0.538324479308456
"within","interaction design","large",0.991463564635635,0.578791845139511,7,0.688516364330302,0.969292259119208,0.877844224663144,2.4984516557856,27.3756315773003,0.983,57.8235294117647,1.2492258278928,0.95837896920508
"within","interaction design","medium",0.129485816516367,0.251517942003002,6,0.0899207059141438,0.121306888032342,0.0818423096257311,0.20498288414524,1.42716536235203,0.0167665766789103,0.0170524885355071,0.10249144207262,0.541332670220018
"within","interaction design","small",0.0821896208040639,0.0822583990237926,2,0.0570761255583777,0.0769672108082622,0.0518628301653864,0.1297043720586,1.25284299139463,0.00675513376791581,0.00680107594569474,0.0648521860293,0.526191313115708
"within","mixed / augmented reality","large",0.777810818416074,0.752910903672063,6,0.540146401677829,0.747099325618846,0.559597141591626,1.54950515968531,10.7606147291309,0.604989669245083,1.5315793591749,0.774752579842656,0.783669837307465
"within","mixed / augmented reality","medium",0.477607580071342,0.503803790035671,6,0.331671930605099,0.451327859573552,0.313570311300315,0.811725315085025,3.8901078679009,0.228109000541603,0.295519705115953,0.405862657542513,0.658495919610225
"within","mixed / augmented reality","small",0.247989886332172,0.328403178772662,6,0.172215198841786,0.232745166617128,0.157926951406945,0.398200617716973,1.98590331975611,0.0614989837230436,0.0655289473920984,0.199100308858486,0.579769976864519
"within","security and privacy","large",0.445926770817257,0.32,23,0.309671368623095,0.420877388979551,0.291115227366404,0.749999999999999,3.53243179280021,0.198850684931506,0.248206771436241,0.375,0.647125825286958
"within","security and privacy","medium",0.168508640386103,0.168508640386103,20,0.117019889157016,0.157938678564432,0.106712826129925,0.267735145961368,1.59,0.028395161884773,0.0292250107974508,0.133867572980684,0.553895108731066
"within","security and privacy","small",0.0570922233584818,0.0570922233584818,15,0.039647377332279,0.0534570360431131,0.0360053684997603,0.0900000000000001,1.16940708050217,0.00325952196801477,0.00327018119546077,0.045,0.518182906187471
"within","social and professional topics","large",0.797938516889007,0.753969258444503,4,0.55412397006181,0.767528211154284,0.579878616235791,1.61521868686914,11.6312818279684,0.636705876735028,1.75259063100958,0.807609343434572,0.794076076050521
"within","social and professional topics","medium",0.458257569495584,0.458257569495584,7,0.318234423260822,0.432715943879478,0.299807005559984,0.773795652627417,3.66692225552553,0.21,0.265822784810127,0.386897826313709,0.651526270446735
"within","social and professional topics","small",0.20976176963403,0.225215208627639,4,0.145667895579188,0.196727839102855,0.133185745221794,0.334933588397199,1.7837068372914,0.0439999999999999,0.0460251046025103,0.167466794198599,0.567268842814701
"within","virtual reality","large",0.728297177341427,0.623394542580144,22,0.505761928709324,0.697219537618992,0.512713794751525,1.4,8.9442337278789,0.53041677852349,1.12954797843011,0.7,0.75968794298401
"within","virtual reality","medium",0.528201112952787,0.457165178026498,9,0.366806328439435,0.500203794402286,0.350353099494251,0.914675587177181,4.55277565563586,0.278996415724563,0.386955657099731,0.45733779358859,0.677133287018439
"within","virtual reality","small",0.261709356608678,0.261803398874989,19,0.181742608756026,0.245690852726246,0.166863824479004,0.421180440277183,2.06440709418432,0.0684917873365282,0.0735278405551454,0.210590220138592,0.584286186229513
